Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
1	M Cullen, J Monney, MB Mirza, R Moran	A meta-bayesian model of intentional visual search	2020	arXiv preprint arXiv:2006.03531	arxiv.org	https://arxiv.org/abs/2006.03531	https://scholar.google.com/scholar?cites=12413714270275753463&as_sdt=2005&sciodt=2007&hl=en	127	2021-12-16 5:27:33									1	1	0	4	1	… It is also central to the Free Energy Principle, a mathematical formulation of how adaptive systems resist a natural tendency to disorder [25][26] and Active inference, a neurobiologically influenced process theory of how the neuronal mechanisms of action and perception are …	https://arxiv.org/pdf/2006.03531	https://scholar.google.com/scholar?q=related:99X7rltfRqwJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
1	C Johannsen, D Senger, T Kluss	A DIY sensor kit, Gaussian Processes and a multi-agent system fused into a smart beekeeping assistant	2020	2020 16th International …	ieeexplore.ieee.org	https://ieeexplore.ieee.org/abstract/document/9154974/	https://scholar.google.com/scholar?cites=14703297807101367100&as_sdt=2005&sciodt=2007&hl=en	404	2021-12-16 5:27:33									1	1	0	3	1	… Following the argumentation of Friston [15], we took the idea of a free-energy principle in combination with the theory of homeostasis as a basis for the our agents desires. This essentially boils down to two desires for the bee colonies: they want to stay alive and procreate. As a …		https://scholar.google.com/scholar?q=related:PJMOQ3SbDMwJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
1	M Baltieri	A Bayesian perspective on classical control	2020	2020 International Joint Conference on Neural …	ieeexplore.ieee.org	https://ieeexplore.ieee.org/abstract/document/9206617/	https://scholar.google.com/scholar?cites=6698123598096872490&as_sdt=2005&sciodt=2007&hl=en	159	2021-12-16 5:27:33									1	1	1	1	1	… : active inference. While a full treatment of this framework is beyond the scope of the present work (for some technical reviews see, for instance, [21], [22]), we highlight how active inference combines … McGregor, and AK Seth, “The free energy principle for action and perception: A …	https://arxiv.org/pdf/2004.10288	https://scholar.google.com/scholar?q=related:KrQ5nuyD9FwJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	T Van de Maele, T Verbelen, O Çatal, ...	You Only Look as Much as You Have To	2020	… on Active Inference	Springer	https://link.springer.com/chapter/10.1007/978-3-030-64919-7_11		93	2021-12-16 5:27:33		10.1007/978-3-030-64919-7_11							0	0	0	4	1	… In this paper, we propose to use the active inference paradigm as a natural solution to this problem, and evaluate this on a realistic scenario with a robot manipulator. We tackle this problem using a generative model that was learned unsupervised purely from pixel-based …	https://biblio.ugent.be/publication/8675420/file/8675422	https://scholar.google.com/scholar?q=related:RdOyE4K4PXIJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	MM St John	World Models and Predictive Methods in Deep Reinforcement Learning: A Survey	2020		jonstraveladventures.github.io	https://jonstraveladventures.github.io/files/Student%20projects/stjohnworldmodels.pdf		303	2021-12-16 5:27:33	PDF								0	0	0	1	1	… Active inference is the notion of embodied perception in neuroscience as explained by the free energy principle. Active inference with a generative model ties together ideas of proprioception and interoception by telling us that agents must actively seek out sensations to …	https://jonstraveladventures.github.io/files/Student%20projects/stjohnworldmodels.pdf	
0	PR Corlett, A Mohanty, ...	What we think about when we think about predictive processing.	2020	Journal of abnormal …	psycnet.apa.org	https://psycnet.apa.org/record/2020-57436-001		126	2021-12-16 5:27:33									0	0	0	3	1	… The free energy principle states that any self-organizing system (not just brains and bodies, … Another way of minimizing prediction error is active inference. Actions change the data that … Again, predictive coding is considered one particular instantiation of the free energy principle …	https://psycnet.apa.org/journals/abn/129/6/529.pdf	https://scholar.google.com/scholar?q=related:xJYsLYgdzbwJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	SM Weiss	What Next? Unpacking Anticipatory EEG Oscillations in Auditory, Tactile and Visual Modalities: Relations with Behavior and Executive Function in Children …	2020		search.proquest.com	https://search.proquest.com/openview/bf64e871a274ba637138d61f8ea4f261/1?pq-origsite=gscholar&cbl=44156		477	2021-12-16 5:27:33	BOOK								0	0	0	1	1	Anticipation refers to preparation for upcoming events in the environment (Clark, 1998; Ondobaka & Bekkering, 2007; Allen & Friston, 2016). The ability to anticipate–as manifested in the preparatory actions and neural activation in expectation of an upcoming target stimulus–…		https://scholar.google.com/scholar?q=related:JwrxsCfCiJ4J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	J Jylkkä	What did Mary know? Russellian Monism Without Intrinsics	2020		psyarxiv.com	https://psyarxiv.com/4f5z7/		441	2021-12-16 5:27:33									0	0	0	1	1	The Mary thought experiment aims to demonstrate that science cannot capture what experiences feel like. Russellian Monism (RM) avoids this problem by claiming that phenomenality is an intrinsic (non-relational and non-dispositional) property of matter and beyond the scope …	https://psyarxiv.com/4f5z7/download?format=pdf	https://scholar.google.com/scholar?q=related:h8b7lxVb9J8J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	RJ Moran, AJ Billig, M Cullen, A Razi, J Daunizeau, ...	Using the LIST model to Estimate the Effects of Contact Tracing on COVID-19 Endemic Equilibria in England and its Regions	2020	medRxiv	medrxiv.org	https://www.medrxiv.org/content/10.1101/2020.06.11.20128611v1.abstract		672	2021-12-16 9:10:44		10.1101/2020.06.11.20128611v1.abstract							0	0	0	6	1	Governments across Europe are preparing for the emergence from lockdown, in phases, to prevent a resurgence in cases of COVID-19. Along with social distancing (SD) measures, contact tracing comprising find, track, trace and isolate (FTTI) policies are also being …	https://www.medrxiv.org/content/medrxiv/early/2020/06/12/2020.06.11.20128611.full.pdf	https://scholar.google.com/scholar?q=related:swOjhgye86sJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
0	D Derome	Two Widespread Scientistic Paralogisms	2020	Available at SSRN 3723038	papers.ssrn.com	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3723038		286	2021-12-16 5:27:33									0	0	0	1	1	… (Friston et al., 2018) The Markov blankets of life: autonomy, active inference and the free energy principle .Michael Kirchhoff , Thomas Parr , … (Friston, 2019) A free energy principle for a particular physics. Karl Friston …		
0	L Kent, GH Van Doorn, J Hohwy, B Klein	Time Perception and Depression Symptoms: A Perceived Delay Cues Feelings of Hopelessness	2020		psyarxiv.com	https://psyarxiv.com/b5dkv/download?format=pdf		394	2021-12-16 5:27:33	PDF								0	0	0	4	1	… These findings could also add to the contemporary debate about whether hierarchical Bayesian frameworks of predictive processing, the free energy principle, predictive coding and perceptual/active inference can explain affected-biased attention, decision-making and …	https://psyarxiv.com/b5dkv/download?format=pdf	https://scholar.google.com/scholar?q=related:qzfaduKUp9UJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	R Smith, RD Lane	Thinking through others' emotions: Incorporating the role of emotional state inference in thinking through other minds	2020	Behavioral and Brain Sciences	search.proquest.com	https://search.proquest.com/openview/ca785ff3b38b1f436a216f037722f5db/1?pq-origsite=gscholar&cbl=47829		302	2021-12-16 5:27:33									0	0	0	2	1	… His main contribution to theoretical neurobiology is a free-energy principle for action and perception (active inference). Friston was elected a Fellow of the Academy of Medical Sciences (1999). In 2003 he was awarded the Minerva Golden Brain Award and was elected a Fellow …		https://scholar.google.com/scholar?q=related:UMZxyvBMSHsJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	L Skora	The Role of Body, Action, and Consciousness in Adaptive Interactions with the World: An Investigation of Instrumental Learning	2020		core.ac.uk	https://core.ac.uk/download/pdf/341793625.pdf		421	2021-12-16 5:27:33	PDF								0	0	0	1	1	… and its corollaries addressed below (active inference and interoceptive inference) offer a … An illustration of active inference (upper section) and interoceptive inference (lower section, … predictive processing account is formalised by the Free Energy Principle (Friston, 2009, 2010; …	https://core.ac.uk/download/pdf/341793625.pdf	https://scholar.google.com/scholar?q=related:7ptimF0KeMIJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	J Carney	The Role of Aesthetic Style in Alleviating Anxiety About the Future	2020	Evolutionary Perspectives on Imaginative Culture	Springer	https://link.springer.com/chapter/10.1007/978-3-030-46190-4_8		367	2021-12-16 5:27:33	HTML	10.1007/978-3-030-46190-4_8							0	0	0	1	1	Though few would dispute that aesthetic style is a vehicle for cognitive effects, there is little systematic work that views style from anything other than a historical perspective. This chapter will outline how style, broadly conceived, can be understood as an attempt to avoid anxiety …	https://link.springer.com/chapter/10.1007/978-3-030-46190-4_8	https://scholar.google.com/scholar?q=related:dc77QetAnI4J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	ED Fagerholm, KJ Friston, RJ Moran, ...	The principle of stationary action in neural systems	2020	arXiv preprint arXiv …	arxiv.org	https://arxiv.org/abs/2010.02993		670	2021-12-16 9:10:44									0	0	0	4	1	The principle of stationary action is a cornerstone of modern physics, providing a powerful framework for investigating dynamical systems found in classical mechanics through to quantum field theory. However, computational neuroscience, despite its heavy reliance on …	https://arxiv.org/pdf/2010.02993	
0	L Chanes, LF Barrett	The Predictive Brain, Conscious Experience, and Brain-related Conditions	2020	The Philosophy and Science of Predictive …	books.google.com	https://books.google.com/books?hl=en&lr=&id=d-0GEAAAQBAJ&oi=fnd&pg=PA159&dq=%22active+inference%22+or+%22free+energy+principle%22&ots=agnZie2TCb&sig=_08Kd8sJhXKcoQGYsjZdhGBjf5Y		228	2021-12-16 5:27:33									0	0	0	2	1	… Moreover, this general scheme of cortical organization may be extended beyond sensory systems (see, for example, the notion of active inference Friston et al. 2011). For example, the motor system also involves areas with different degrees of laminar differentiation, with the …		https://scholar.google.com/scholar?q=related:yMRBU9X3zPgJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	ZA Neemeh, S Gallagher	The phenomenology and predictive processing of time in depression	2020	The Philosophy and Science of …	books.google.com	https://books.google.com/books?hl=en&lr=&id=d-0GEAAAQBAJ&oi=fnd&pg=PA187&dq=%22active+inference%22+or+%22free+energy+principle%22&ots=agnZie2XEg&sig=yLw-nhfeve-qcoKxaYCGdnm4bPw		292	2021-12-16 5:27:33									0	0	0	2	1	… In this process, called active inference, the system physically modifies its environment in order to get a match between priors and posteriors. … of the specious present by taking into account active inference, which includes exteroceptive, interoceptive, and proprioceptive aspects. …	https://philpapers.org/archive/NEETPA-5.pdf	https://scholar.google.com/scholar?q=related:_tkGUh4pmAkJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	GI Christopoulos, H Ying-yi	The multicultural mind as an epistemological test and extension for the thinking through other minds approach	2020	Behavioral and Brain Sciences	search.proquest.com	https://search.proquest.com/openview/ca785ff3b38b1f43b5969a7a764e1c83/1?pq-origsite=gscholar&cbl=47829		350	2021-12-16 5:27:33									0	0	0	2	1	… His main contribution to theoretical neurobiology is a free-energy principle for action and perception (active inference). Friston was elected a Fellow of the Academy of Medical Sciences (1999). In 2003 he was awarded the Minerva Golden Brain Award and was elected a Fellow …		https://scholar.google.com/scholar?q=related:9TNUFnk7OV4J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	M Ransom, S Fazelpour	The Many Faces of Attention: Why Precision Optimization Is Not Attention	2020	The Philosophy and Science of …	books.google.com	https://books.google.com/books?hl=en&lr=&id=d-0GEAAAQBAJ&oi=fnd&pg=PA119&dq=%22active+inference%22+or+%22free+energy+principle%22&ots=agnZie10Aa&sig=uOs71Bm--gLcznE8oYTJbOxVDzM		210	2021-12-16 5:27:33									0	0	0	2	1	… Active inference is meant to explain how and why it is that we perform intentional actions, using the … While both perceptual and active inference have the goal of minimizing predictive error, in … PC is also often combined with the free energy principle. Free energy is an information-…		https://scholar.google.com/scholar?q=related:ldVOyFkQ_14J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	RJ Cordes, Friedman DA, Phelan S	The Innovator's Catechism	2020		researchgate.net	https://www.researchgate.net/profile/Daniel-Friedman-2/publication/347530476_The_Innovators_Catechism/links/5fe128e3a6fdccdcb8ef6fff/The-Innovators-Catechism.pdf		323	2021-12-16 5:27:33	PDF								0	0	0	1	1	… (IO psychology), sensemaking, active inference, narrative construction, entrepreneurship, and high … Studies in sensemaking and active inference offer useful insights and frameworks for … While IO psychology, sensemaking, and active inference provide nuanced lenses and …	https://www.researchgate.net/profile/Daniel-Friedman-2/publication/347530476_The_Innovators_Catechism/links/5fe128e3a6fdccdcb8ef6fff/The-Innovators-Catechism.pdf	https://scholar.google.com/scholar?q=related:NVnlwi0CPG4J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	S Overgaard	The future of TTOM	2020	Behavioral and Brain Sciences	search.proquest.com	https://search.proquest.com/openview/0d2eeb5ad2ec3a6e0fb7d3e4c1a8299f/1?pq-origsite=gscholar&cbl=47829		337	2021-12-16 5:27:33									0	0	0	1	1	… His main contribution to theoretical neurobiology is a free-energy principle for action and perception (active inference). Friston was elected a Fellow of the Academy of Medical Sciences (1999). In 2003 he was awarded the Minerva Golden Brain Award and was elected a Fellow …		https://scholar.google.com/scholar?q=related:LHXyUPnbMggJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	J Binswanger, M Oechslin	The Economics of Beliefs under Fundamental Uncertainty	2020	Working Paper	alexandria.unisg.ch	https://www.alexandria.unisg.ch/id/eprint/261672		469	2021-12-16 5:27:33									0	0	0	2	1	Introducing the concept of “belief entrepreneur”, this paper offers a novel theory on endogenous belief formation under fundamental uncertainty in the sense of \textcite{Knight1921}. We consider a generic setup in which individuals must choose between a tested approach (…	https://www.alexandria.unisg.ch/261672/1/EndogBeliefs9.pdf	https://scholar.google.com/scholar?q=related:mvgutByEXJsJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	DD Hutto	The cost of over-intellectualizing the free-energy principle	2020	Behavioral and Brain Sciences	search.proquest.com	https://search.proquest.com/openview/440ff12336eaa09a0a2da8e68f408bdd/1?pq-origsite=gscholar&cbl=47829		83	2021-12-16 5:27:33									0	0	0	1	1	… His main contribution to theoretical neurobiology is a free-energy principle for action and perception (active inference). Friston was elected a Fellow of the Academy of Medical Sciences (1999). In 2003 he was awarded the Minerva Golden Brain Award and was elected a Fellow …		https://scholar.google.com/scholar?q=related:aVDK-rYcAycJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	H Kesserwani	The Clinical, Philosophical, Evolutionary and Mathematical Machinery of Consciousness: An Analytic Dissection of the Field Theories and a Consilience of …	2020	Cureus	ncbi.nlm.nih.gov	https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7813534/		257	2021-12-16 5:27:33	HTML								0	0	0	1	1	… We will also review Karl Friston's free energy principle, the concept of belief-update in a Bayesian inference framework, the minimization of … The agency of perception, active inference, and sentience is neuronal activity, delimited by the Markov blanket [33]. Psychedelics disrupt …	https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7813534/	https://scholar.google.com/scholar?q=related:0YqkMcy4WREJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	KJ Friston, T Parr, P Zeidman, A Razi, G Flandin, ...	Testing and tracking in the UK: A dynamic causal modellin g study [version 1; peer review: 1 approved with reservations]	2020		pdfs.semanticscholar.org	https://pdfs.semanticscholar.org/1931/7e46bf0d56698288cc895bc5e3669a258054.pdf		713	2021-12-16 9:10:44	PDF								0	0	0	6	1	By equipping a previously reported dynamic causal modelling of COVID-19 with an isolation state, we were able to model the effects of self-isolation consequent on testing and tracking. Specifically, we included a quarantine or isolation state occupied by people who believe …	https://pdfs.semanticscholar.org/1931/7e46bf0d56698288cc895bc5e3669a258054.pdf	https://scholar.google.com/scholar?q=related:ZK6QG4EeYfQJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
0	D Di Lernia	State of Consciousness	2020	Journal: The Palgrave Encyclopedia of the Possible	ouci.dntb.gov.ua	https://ouci.dntb.gov.ua/en/works/7Wamoyrl/		134	2021-12-16 5:27:33	CITATION								0	0	0	1	1	… The free-energy principle: A rough guide to the brain? Trends in Cognitive Sciences, 13(7), 293–301. https://doi.org/10.1016/j.tics.2009.04.… Active inference, homeostatic regulation and adaptive behavioural control. Progress in Neurobiology, 134, 17–35. https://doi.org/10.1016/j.…		https://scholar.google.com/scholar?q=related:dxEm26LwmVQJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	C Schoenberger	Staging Sincerity in Renaissance Italy and Early Modern China; or, Why Real Lovers Quarrel	2020	Poetics Today	read.dukeupress.edu	https://read.dukeupress.edu/poetics-today/article-abstract/41/2/281/165988		411	2021-12-16 5:27:33									0	0	0	1	1	… Though sense perceptions may feel fundamentally different from abstract mental concepts, the active inference model suggests that direct perceptions are merely detail-rich predictions with a short time horizon, whereas concepts are detail-poor predictions with a long time hori…	https://www.academia.edu/download/64061425/Schoenberger_Poetics_Today.pdf	https://scholar.google.com/scholar?q=related:fQIyRpHlaNYJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	Z Oceláková	Spoken communication in context: Integrating language as a discriminative code into enactive cognition	2020		dspace.cuni.cz	https://dspace.cuni.cz/handle/20.500.11956/122994		465	2021-12-16 5:27:33									0	0	0	1	1	… stay alive is the core idea of the free energy principle; and for the purpose of this thesis, this non-technical level of understanding is sufficient. I will just add a brief remark to make clear why the principle contains the term “free energy”, and not the term “surprisal”.The organism …	https://dspace.cuni.cz/bitstream/handle/20.500.11956/122994/120368690.pdf?sequence=1	https://scholar.google.com/scholar?q=related:zOkoNBC9HTkJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	B Ellison, TBW Bailey	Sonic Phantoms: Composition with Auditory Phantasmatic Presence	2020		books.google.com	https://books.google.com/books?hl=en&lr=&id=uqrbDwAAQBAJ&oi=fnd&pg=PP1&dq=%22active+inference%22+or+%22free+energy+principle%22&ots=5Y7NAImP3p&sig=RduzbOlgfiK1lIKBfFZl3aQjEfo		470	2021-12-16 5:27:33	BOOK								0	0	0	2	1	… Friston is responsible for the ‘free energy principle’ (active inference in the Bayesian brain). He has revolutionized and has had a major influence on human brain studies and has developed many innovating techniques in brain imaging. Karl, “A Free Energy Principle for …		https://scholar.google.com/scholar?q=related:OT0PKdjbE68J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	K Esaki, T Matsumura, K Ito, H Mizuno	Sensorimotor Visual Perception on Embodied System Using Free Energy Principle	2020	arXiv preprint arXiv:2006.06192	arxiv.org	https://arxiv.org/abs/2006.06192		62	2021-12-16 5:27:33									0	0	0	4	1	… embodied system repeatedly performs perceptual and active inference. Figure 2 shows the … In active inference, the uncertainty of the expected sensory input images 𝑠𝑡+1 … Calculation of uncertainty (the first process of active inference) uses 𝑞𝑖𝑚𝑔(𝑥𝑡|𝜙𝑥𝑡). Uncertainty …	https://arxiv.org/pdf/2006.06192	https://scholar.google.com/scholar?q=related:xJ2iB5M96NUJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	PL Lanillos Pradas, J Pages, G Cheng	Robot self/other distinction: Active inference meets neural networks learning in a mirror	2020		repository.ubn.ru.nl	https://repository.ubn.ru.nl/handle/2066/221879		66	2021-12-16 5:27:33									0	0	0	3	1	… According to active inference, adaptation can be performed by changing the interpretation or … Contribution and organization This work presents a novel active inference computational … McGregor, and Anil K Seth, ‘The free energy principle for action and perception: A mathe- …	https://repository.ubn.ru.nl/bitstream/handle/2066/221879/221879.pdf?sequence=1&isAllowed=y	https://scholar.google.com/scholar?q=related:osFwIoWJ8zQJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	X Yang, S Wang, Y Xing, L Li, RY Da Xu, ...	Revealing the Transmission Dynamics of COVID-19: A Bayesian Framework for Estimation	2020	arXiv preprint arXiv …	arxiv.org	https://arxiv.org/abs/2101.01532		663	2021-12-16 9:10:44									0	0	0	6	1	In epidemiological modelling, the instantaneous reproduction number, $ R_t $, is important to understand the transmission dynamics of infectious diseases. Current $ R_t $ estimates often suffer from problems such as lagging, averaging and uncertainties demoting the …	https://arxiv.org/pdf/2101.01532	https://scholar.google.com/scholar?q=related:F-ZTr66Ea94J:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
0	K Katahira, Y Kunisato, T Okimura, ...	Retrospective surprise: A computational component for active inference	2020	Journal of Mathematical …	Elsevier	https://www.sciencedirect.com/science/article/pii/S0022249620300286		32	2021-12-16 5:27:33									0	0	0	4	1	… In this paper, we proposed a novel computational construct, the predicted retrospective surprise (PRS), and discussed its relation to expected free energy (EFE), which is a core component for active inference in free energy principle (FEP). We clarified one computational aspect …	https://psyarxiv.com/jtnqg/download?format=pdf	https://scholar.google.com/scholar?q=related:C09U-TLyAgsJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	JFM Medina	Rethinking Knowledge-that and Knowledge-how: Performance, Information and Feedback	2020	Studia Universitatis Babes-Bolyai-Philosophia	ceeol.com	https://www.ceeol.com/search/article-detail?id=924385		380	2021-12-16 5:27:33									0	0	0	1	1	This work approaches the distinction between knowledge-how and knowledge-that in terms of two complementary concepts: performance and information. In order to do so, I formulate Ryle’s argument of infinite regress in terms of performance in order to show that Stanley and …	http://193.0.225.37/download/pdf/1340.pdf#page=74	https://scholar.google.com/scholar?q=related:wLtUbkBjnvAJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	JG Fox	Recovery, Interrupted: The Zeigarnik Effect in EMDR Therapy and the Adaptive Information Processing Model	2020	Journal of EMDR Practice and Research	connect.springerpub.com	https://connect.springerpub.com/content/sgremdr/14/3/175.abstract		373	2021-12-16 5:27:33									0	0	0	1	1	… Predictive Processing, a corollary to Karl Friston's Free Energy Principle, asserts that the brain actively predicts (infers) the current state of the external and internal environment to reduce free energy (entropy) (Chamberlin, 2019b). Any errors (surprises) in prediction are noticed, …		https://scholar.google.com/scholar?q=related:lvsg0_NpmT4J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	A Tozzi	RANDOM WALKS ARE NOT SO RANDOM, AFTER ALL	2020		arturotozzi.webnode.it	https://arturotozzi.webnode.it/_files/200000511-5d62c5d62e/26a%20Random%20walks%20200932%20-no%20Kuramoto.pdf		321	2021-12-16 5:27:33	PDF								0	0	0	1	1	Physical and biological phenomena are often portrayed in terms of random walks, white noise, Markov paths, stochastic trajectories with subsequent symmetry breaks. Here we show that this approach from dynamical systems theory is not profitable when random walks occur in …	https://arturotozzi.webnode.it/_files/200000511-5d62c5d62e/26a%20Random%20walks%20200932%20-no%20Kuramoto.pdf	https://scholar.google.com/scholar?q=related:J3dQmBaFOh8J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	F Hasselman	Radical Embodied Computation: Reproduction of Similarity by Analogy as an Order Generating Mechanism in Complex Systems	2020		psyarxiv.com	https://psyarxiv.com/2htkr/		412	2021-12-16 5:27:33									0	0	0	1	1	… Pearl, 1988) display self-organized coordinated behavior, often called active inference, by 420 minimizing available free energy. Such … The free energy principle by itself does not provide an explanation for why highly ordered, 434 thermodynamically improbable structure …	https://psyarxiv.com/2htkr/download?format=pdf	
0	A Nichvoloda	Quantum Uncertainty Reduction (QUR) Theory of Access and Phenomenal Consciousness	2020	Journal of Consciousness Studies	ingentaconnect.com	https://www.ingentaconnect.com/content/imp/jcs/2020/00000027/f0020001/art00006		331	2021-12-16 5:27:33									0	0	0	1	1	… At the core of the free energy principle is the system’s goal to maximize model evidence or minimize surprise where perception makes free … the Bayesian neural network’s function in Friston’s free energy principle formulation. However, while the Bayesian brain hypothesis is one …		https://scholar.google.com/scholar?q=related:aDX8GTzT3GIJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	D Velychko	Probabilistic Models of Motor Production	2020		core.ac.uk	https://core.ac.uk/download/pdf/322368270.pdf		353	2021-12-16 5:27:33	PDF								0	0	0	1	1	… The free energy principle explains how actions follow from approximate Bayesian inference minimizing sensory surprise. … Active inference goes further on exploiting the Bayesian framework and recruits prior beliefs about motions and trajectories [60]. Such priors allows forming …	https://core.ac.uk/download/pdf/322368270.pdf	https://scholar.google.com/scholar?q=related:RFVq0KEue3cJ:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
0	C Thornton	Predictive Processing: Does It Compute?	2020	The Philosophy and Science of Predictive …	books.google.com	https://books.google.com/books?hl=en&lr=&id=d-0GEAAAQBAJ&oi=fnd&pg=PA141&dq=%22active+inference%22+or+%22free+energy+principle%22&ots=agnZie1-Ea&sig=UVNFxM-VYhQfVbwWftFOGwtZ9ok		197	2021-12-16 5:27:33									0	0	0	1	1	… 11 Friston’s position is that surprisal must be minimized indirectly, via a bound termed free energy; the ground proposition is termed the free energy principle accordingly. The identified connection with surprisal remains unaffected, however. As Wiese and Metzinger note,“free …	https://users.sussex.ac.uk/~christ/papers/does-it-compute.pdf	https://scholar.google.com/scholar?q=related:L98UQgmK4f0J:scholar.google.com/&scioq=%22active+inference%22+or+%22free+energy+principle%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2020
